user,first_open,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,enrolled_date,liked
289847,37:40.4,2, 12:00:00,39,23,0,0,1,44:07.3,0
315918,28:12.4,2, 13:00:00,29,42,0,0,0,,1
111953,25:57.4,4, 16:00:00,23,6,0,0,0,,1
98290,15:54.4,0, 15:00:00,37,11,0,1,0,,0
187921,18:43.1,1, 23:00:00,18,33,0,0,1,51:27.8,0
163707,35:38.8,1, 16:00:00,27,22,0,0,1,51:01.6,0
221661,45:25.1,1, 15:00:00,29,21,0,0,1,47:01.5,0
191746,42:55.6,5, 21:00:00,19,3,0,0,1,07:06.6,0
211652,58:50.8,6, 15:00:00,29,9,0,0,0,,0
298458,45:59.3,2, 21:00:00,33,5,0,0,0,,0
307179,01:39.9,1, 19:00:00,32,7,0,0,1,02:42.1,0
283311,25:22.5,5, 15:00:00,20,23,0,0,1,31:35.0,0
306270,00:03.7,2, 04:00:00,27,10,0,0,1,37:40.8,0
151577,18:38.0,6, 02:00:00,21,40,0,1,1,28:57.2,1
319264,00:00.4,5, 15:00:00,62,12,0,0,0,,0
219237,23:45.7,0, 15:00:00,21,92,0,0,1,25:40.1,0
302912,47:23.6,4, 19:00:00,40,53,0,0,0,,1
114170,06:05.8,1, 05:00:00,25,43,0,0,0,,0
166379,39:32.4,0, 03:00:00,34,14,0,0,1,36:43.0,0
99020,00:00.4,2, 15:00:00,27,24,0,0,0,,0
155828,55:37.3,2, 04:00:00,23,36,0,1,1,58:28.6,0
263432,10:48.7,6, 16:00:00,30,33,0,0,1,12:08.1,0
18126,56:11.6,5, 11:00:00,25,18,0,1,1,26:08.1,0
119407,34:24.3,6, 16:00:00,18,9,0,0,0,,0
263737,39:00.5,6, 18:00:00,37,24,0,0,1,41:49.5,1
191227,14:58.7,0, 09:00:00,21,44,0,0,0,,0
261922,00:00.4,2, 15:00:00,21,37,0,0,0,,0
824,53:21.7,6, 01:00:00,81,12,0,0,0,,1
200913,55:38.7,1, 16:00:00,22,20,0,0,1,00:00.0,0
233521,50:00.7,5, 06:00:00,22,16,0,0,1,56:21.5,0
257861,12:50.7,3, 00:00:00,24,55,0,0,1,16:25.5,0
362271,03:22.1,3, 19:00:00,38,10,0,0,1,58:53.3,0
241127,14:50.8,5, 00:00:00,26,32,1,0,1,18:13.4,0
342083,44:31.0,5, 18:00:00,29,40,0,0,1,06:22.1,0
45015,45:06.0,6, 12:00:00,28,11,0,0,0,,0
267340,06:56.3,1, 03:00:00,23,7,0,0,0,,0
159073,15:20.4,4, 18:00:00,18,20,0,0,0,,0
302404,22:15.1,5, 08:00:00,28,38,0,0,0,,1
206158,17:53.1,6, 19:00:00,33,26,0,0,1,39:27.5,0
265003,40:55.0,3, 22:00:00,37,33,0,0,1,42:57.2,0
270343,36:13.6,5, 20:00:00,21,23,0,0,1,38:43.5,0
16191,46:44.5,0, 22:00:00,24,7,1,1,0,,0
191919,13:36.9,4, 08:00:00,22,57,0,0,1,16:01.5,1
157898,24:13.8,4, 20:00:00,47,13,0,0,1,44:47.6,0
136781,34:13.7,0, 21:00:00,27,21,0,0,1,35:43.0,1
185787,36:42.0,5, 12:00:00,29,15,0,0,0,,0
21921,02:21.3,6, 20:00:00,26,50,0,1,1,06:12.9,0
148715,10:34.9,1, 03:00:00,26,6,0,0,0,,0
284947,20:15.9,0, 15:00:00,27,12,1,1,1,21:53.1,0
347553,42:40.0,5, 22:00:00,21,40,0,1,0,,1
205761,38:25.6,2, 17:00:00,20,29,0,1,1,39:23.4,1
292447,16:40.7,6, 22:00:00,29,48,0,0,0,,0
172088,15:01.8,0, 14:00:00,28,21,0,0,1,18:44.8,0
60443,00:36.1,5, 10:00:00,27,26,0,0,1,07:30.0,1
368400,05:38.3,5, 05:00:00,18,35,0,0,0,,0
210676,25:50.1,0, 05:00:00,23,1,0,0,0,,0
42603,30:05.9,5, 16:00:00,52,19,0,0,1,01:23.9,0
49444,16:34.2,6, 20:00:00,23,17,0,0,1,45:35.7,0
187438,37:10.8,5, 23:00:00,24,6,0,0,1,40:37.3,0
277119,18:22.8,5, 04:00:00,17,19,0,0,1,20:04.4,1
156382,06:22.2,5, 07:00:00,20,36,0,0,1,11:40.0,0
351239,28:50.7,4, 04:00:00,20,10,0,0,1,31:38.2,0
252633,13:32.7,0, 02:00:00,42,22,0,0,1,15:17.1,0
36569,36:37.3,5, 17:00:00,19,17,1,1,0,,0
178743,38:51.8,6, 13:00:00,22,18,0,0,1,40:50.2,0
359881,15:51.2,1, 16:00:00,44,11,0,0,1,18:17.9,0
249589,59:51.4,2, 15:00:00,34,20,0,0,1,05:35.3,0
92264,32:05.8,2, 02:00:00,21,26,0,0,1,38:42.4,0
317284,28:53.8,1, 23:00:00,22,18,1,0,1,30:07.4,1
193117,21:05.0,2, 16:00:00,53,17,0,1,1,20:08.5,0
164178,15:33.1,1, 01:00:00,59,12,0,0,0,,0
284892,26:46.2,1, 03:00:00,17,19,0,0,1,27:57.7,0
275294,51:41.2,6, 02:00:00,29,75,0,0,1,52:34.0,0
103409,32:03.8,4, 21:00:00,30,5,0,0,0,,0
171259,06:42.6,1, 08:00:00,33,27,0,0,1,09:28.8,0
68145,00:14.4,4, 15:00:00,21,39,0,0,1,00:15.2,0
263769,01:53.7,0, 17:00:00,32,60,0,0,0,,0
284413,44:01.5,5, 01:00:00,47,14,1,0,0,,1
54583,14:03.6,0, 21:00:00,25,8,0,0,0,,0
256223,30:33.9,0, 13:00:00,24,38,0,0,1,55:53.2,0
83599,59:01.2,1, 05:00:00,33,39,0,1,1,02:05.8,0
249060,06:13.3,5, 18:00:00,37,9,0,0,1,32:11.8,1
137380,59:50.0,0, 22:00:00,19,25,0,0,1,01:59.2,0
213168,34:41.8,0, 21:00:00,17,6,0,0,0,,0
4809,53:59.5,3, 20:00:00,22,59,0,0,0,,0
62192,04:43.5,5, 07:00:00,29,15,0,0,1,09:37.2,0
60716,15:29.1,6, 07:00:00,26,28,0,0,1,22:34.5,0
209874,28:20.0,1, 01:00:00,49,8,0,0,0,,0
361009,10:53.0,2, 13:00:00,22,20,0,0,1,19:12.3,0
60514,09:14.8,3, 13:00:00,54,12,0,0,1,12:00.6,0
208008,49:24.8,0, 12:00:00,25,3,0,0,1,52:31.4,0
356712,30:05.8,6, 03:00:00,20,44,0,0,1,33:03.1,0
112588,47:31.6,4, 04:00:00,28,20,0,1,1,39:53.6,0
136148,00:51.4,4, 05:00:00,18,23,0,0,0,,0
245953,33:29.9,2, 02:00:00,33,35,0,0,1,34:23.8,0
271133,03:22.7,6, 15:00:00,33,11,0,0,1,57:40.1,0
289153,57:54.4,2, 23:00:00,27,44,0,0,1,05:21.9,1
299588,56:42.3,1, 13:00:00,37,62,0,0,0,,0
2296,34:25.9,3, 13:00:00,51,7,0,0,0,,0
264337,36:30.4,3, 00:00:00,39,15,0,0,0,,0
201399,10:04.8,5, 14:00:00,23,13,0,0,1,45:15.3,0
139077,24:45.5,6, 23:00:00,38,9,0,0,1,25:52.4,0
4879,02:57.8,5, 23:00:00,41,10,0,0,0,,1
38581,18:01.0,1, 21:00:00,18,13,0,0,1,19:43.5,0
364656,23:56.7,1, 07:00:00,46,12,1,0,1,32:18.6,0
291646,11:08.9,0, 10:00:00,21,27,0,0,0,,0
161982,33:58.2,5, 02:00:00,37,13,0,0,1,34:49.3,1
355567,29:19.3,1, 19:00:00,21,11,1,0,1,43:48.8,0
281170,20:31.0,0, 13:00:00,19,19,0,0,1,27:26.1,0
173277,04:42.8,1, 10:00:00,26,8,0,0,0,,0
61045,32:50.7,5, 22:00:00,36,12,0,0,0,,0
371919,49:23.6,5, 23:00:00,43,31,1,1,1,27:52.3,0
90804,22:32.2,1, 06:00:00,45,25,0,0,0,,1
223244,21:59.9,4, 23:00:00,54,19,0,0,1,14:13.2,0
316613,57:05.6,6, 06:00:00,30,43,0,1,1,00:44.0,0
355640,41:17.9,5, 13:00:00,21,33,0,1,1,45:56.9,0
204827,05:36.9,6, 08:00:00,43,14,0,0,1,21:09.4,0
245248,38:49.1,2, 01:00:00,39,17,0,0,1,46:23.8,0
48971,24:56.1,3, 18:00:00,37,9,0,0,0,,0
304452,23:07.4,2, 19:00:00,21,35,0,1,1,33:51.5,0
262179,28:05.9,5, 01:00:00,31,15,0,0,1,36:56.0,0
42552,47:11.3,1, 18:00:00,41,35,0,0,0,,1
260231,51:20.4,0, 23:00:00,22,18,0,1,0,,0
357407,02:18.6,2, 21:00:00,37,10,0,0,1,04:45.7,1
158652,22:06.2,2, 11:00:00,27,24,1,0,1,24:42.9,0
37269,41:16.1,5, 23:00:00,66,25,0,0,1,43:50.9,0
190985,27:11.1,2, 21:00:00,31,7,0,0,0,,1
212785,29:27.4,5, 01:00:00,22,4,0,0,0,,0
38312,19:04.6,0, 04:00:00,39,35,0,0,1,23:30.1,0
160785,39:52.9,4, 23:00:00,26,1,1,0,0,,0
264733,29:23.1,3, 17:00:00,49,23,0,1,1,19:29.5,0
256081,14:26.5,5, 18:00:00,57,3,1,1,0,,0
199818,42:51.3,2, 04:00:00,24,8,0,0,0,,1
200147,54:15.5,4, 16:00:00,20,29,0,0,1,53:19.3,1
498,05:32.2,3, 17:00:00,58,6,0,0,0,,0
293270,14:50.5,5, 10:00:00,17,39,0,0,1,39:31.1,0
323016,09:02.9,5, 02:00:00,51,14,0,1,1,12:59.2,0
356194,30:17.4,1, 16:00:00,30,29,0,0,1,33:40.5,0
217483,04:31.9,0, 11:00:00,27,2,0,0,0,,0
154813,28:12.7,5, 12:00:00,36,42,0,1,1,47:49.4,0
211715,31:18.0,4, 15:00:00,28,41,1,0,1,06:19.6,0
158223,59:33.2,6, 15:00:00,24,3,0,0,0,,0
343166,26:23.3,6, 03:00:00,47,13,0,0,1,04:21.0,1
143440,04:22.5,4, 13:00:00,24,4,1,0,1,07:45.0,0
128129,53:35.5,2, 02:00:00,26,42,0,0,1,19:54.7,0
195366,55:45.7,2, 17:00:00,36,7,0,0,0,,0
141654,35:08.6,0, 15:00:00,27,16,0,1,1,37:14.5,0
103021,40:07.2,5, 03:00:00,53,18,0,0,0,,0
210621,24:24.8,0, 08:00:00,21,6,1,0,1,19:25.8,0
105194,53:10.3,0, 02:00:00,30,30,0,0,1,16:01.8,1
26039,39:13.3,4, 21:00:00,40,19,0,0,1,40:07.6,0
307920,43:50.2,1, 10:00:00,37,14,0,0,1,45:26.3,0
142687,22:45.9,3, 09:00:00,21,6,0,0,0,,1
182713,33:34.1,0, 15:00:00,21,23,0,0,0,,0
252539,16:19.3,1, 02:00:00,39,24,0,1,0,,0
31971,34:23.0,4, 15:00:00,33,10,0,0,0,,1
26960,00:29.6,4, 16:00:00,31,23,0,0,1,03:47.8,0
35074,38:22.2,6, 20:00:00,18,20,0,0,1,41:07.5,0
207741,00:14.7,4, 15:00:00,38,5,0,0,0,,0
234832,33:42.1,0, 20:00:00,20,26,0,0,1,36:08.4,1
104709,21:15.6,2, 21:00:00,22,30,0,0,0,,0
167342,00:57.5,4, 14:00:00,30,32,0,0,1,05:35.1,0
258432,37:43.4,4, 17:00:00,23,38,0,1,1,53:22.8,0
77305,37:16.5,3, 02:00:00,19,17,0,0,1,40:07.3,0
235158,36:22.8,2, 02:00:00,21,23,1,0,1,37:23.7,0
343579,36:39.3,2, 13:00:00,24,15,0,1,1,39:17.2,0
345268,29:21.0,5, 20:00:00,23,15,0,0,1,32:53.2,0
216970,50:14.6,0, 14:00:00,33,32,0,0,1,54:14.0,0
149513,55:53.7,0, 12:00:00,26,19,1,1,1,18:19.5,0
278198,43:48.0,4, 11:00:00,24,15,0,0,0,,0
147981,39:47.8,6, 16:00:00,43,24,0,0,1,40:15.4,0
262246,03:15.3,1, 16:00:00,34,12,0,0,0,,1
356139,55:26.1,1, 11:00:00,21,17,0,0,1,57:32.1,1
143083,12:47.7,6, 01:00:00,26,17,0,0,1,14:30.7,0
32770,54:23.5,6, 22:00:00,44,28,0,0,1,56:54.2,1
321136,25:47.5,6, 16:00:00,26,60,0,0,1,35:57.2,0
35303,03:35.0,1, 18:00:00,35,36,0,1,0,,0
85593,16:03.4,0, 04:00:00,36,27,0,1,0,,1
54161,19:57.0,2, 14:00:00,31,8,1,0,1,28:19.6,0
147802,31:04.4,4, 05:00:00,27,16,0,0,1,33:08.7,0
251296,01:21.2,4, 14:00:00,40,27,0,1,1,02:27.2,0
307891,43:58.8,5, 14:00:00,43,7,0,0,1,48:14.7,0
279732,03:55.3,0, 07:00:00,23,19,0,1,0,,0
169628,34:30.3,1, 03:00:00,41,34,0,0,1,05:18.4,0
356878,13:24.1,1, 19:00:00,36,22,0,1,1,15:37.3,1
337832,38:12.5,0, 18:00:00,38,10,0,0,1,53:11.6,0
198257,10:41.9,6, 14:00:00,39,1,1,0,1,22:13.9,0
171982,14:56.2,6, 10:00:00,35,11,0,0,0,,1
142626,26:05.5,2, 13:00:00,20,24,0,0,0,,0
51437,55:17.6,2, 20:00:00,42,21,0,0,1,02:51.6,0
283297,42:00.9,0, 00:00:00,26,11,0,0,1,44:41.3,0
130568,43:26.3,6, 20:00:00,35,19,0,0,1,46:03.0,0
162674,21:58.7,6, 12:00:00,20,12,0,0,1,59:49.3,0
271197,45:26.6,4, 23:00:00,23,7,0,0,1,33:31.6,0
174828,24:52.1,3, 04:00:00,23,39,1,0,1,27:58.2,0
216035,42:27.5,0, 23:00:00,53,20,0,0,0,,0
41272,37:02.7,2, 07:00:00,29,19,0,0,1,46:57.3,1
306403,35:17.2,3, 14:00:00,17,10,0,0,1,36:50.7,0
319205,44:28.5,0, 10:00:00,29,56,0,0,1,48:42.3,0
282772,24:05.6,3, 17:00:00,44,17,0,0,0,,0
263584,52:21.4,0, 06:00:00,20,6,0,0,0,,0
307779,55:26.0,0, 00:00:00,46,28,0,0,1,56:36.6,0
263154,23:09.9,6, 00:00:00,33,32,0,0,1,26:36.1,0
145925,22:04.7,3, 09:00:00,23,12,1,0,1,20:40.1,0
9327,55:28.5,1, 13:00:00,27,31,0,1,1,01:27.4,0
163099,32:06.8,5, 17:00:00,39,34,0,1,0,,0
319997,01:29.7,4, 01:00:00,28,16,0,0,0,,1
110100,19:30.0,6, 05:00:00,26,10,0,0,1,41:26.3,0
32780,07:53.5,0, 09:00:00,22,54,0,0,1,09:49.8,0
372282,54:36.1,3, 02:00:00,34,20,1,0,1,58:59.7,1
291720,10:55.3,1, 07:00:00,18,9,0,0,0,,1
44596,07:50.5,0, 21:00:00,23,4,0,0,1,57:03.7,0
4524,53:34.2,0, 05:00:00,17,9,0,0,0,,1
291797,48:05.1,5, 13:00:00,20,16,0,0,1,49:12.4,0
38315,00:41.1,2, 01:00:00,45,3,0,1,0,,0
88592,51:24.9,6, 02:00:00,24,41,0,0,1,55:11.0,0
187936,54:07.7,6, 18:00:00,22,15,0,0,1,07:35.3,0
315486,53:08.3,5, 23:00:00,30,90,1,0,1,46:35.8,0
261346,24:49.4,4, 19:00:00,27,8,0,0,1,26:26.3,0
60435,31:31.3,6, 11:00:00,47,12,0,0,1,28:50.9,0
224190,43:43.8,4, 22:00:00,51,42,0,0,1,43:34.5,1
193218,34:36.1,5, 02:00:00,36,7,0,0,0,,1
345928,36:20.4,0, 05:00:00,48,15,0,0,0,,0
144749,01:18.5,0, 15:00:00,51,3,0,0,0,,0
343124,03:07.7,5, 23:00:00,44,16,0,1,0,,0
320814,21:19.3,0, 00:00:00,49,29,1,0,1,39:31.1,0
179420,14:36.5,1, 05:00:00,22,19,0,0,1,27:17.7,0
138960,57:07.6,3, 07:00:00,36,7,0,0,0,,0
10327,25:32.1,1, 05:00:00,39,13,0,0,0,,0
52768,25:06.6,0, 01:00:00,25,33,0,0,1,27:19.1,0
96146,13:18.0,5, 04:00:00,20,51,1,1,1,48:34.1,0
116598,34:50.3,5, 04:00:00,29,7,1,0,1,09:00.2,0
17895,38:50.7,2, 15:00:00,27,20,1,0,0,,0
233372,34:44.5,6, 16:00:00,36,30,0,0,1,36:56.9,0
137747,45:03.6,4, 18:00:00,29,26,0,1,1,49:16.6,0
334595,30:40.4,6, 22:00:00,22,48,1,0,1,50:58.2,0
200598,37:13.0,4, 16:00:00,29,37,0,0,1,45:24.7,0
145739,11:09.6,0, 20:00:00,23,1,0,0,0,,0
174576,56:12.7,5, 14:00:00,28,12,0,0,0,,0
302287,32:16.2,4, 01:00:00,37,14,1,0,0,,0
13525,25:47.2,0, 22:00:00,33,10,0,0,0,,0
163921,42:46.4,6, 13:00:00,38,6,0,0,0,,0
179815,44:20.4,2, 23:00:00,22,30,0,1,1,46:14.9,0
76091,32:32.0,1, 17:00:00,34,25,1,1,1,02:20.2,1
329179,45:41.7,6, 20:00:00,30,32,0,0,1,53:37.9,1
290028,34:55.9,4, 16:00:00,42,6,1,1,0,,0
324468,44:41.7,4, 12:00:00,48,3,0,0,0,,1
283231,42:50.6,2, 13:00:00,23,21,1,1,1,46:19.9,0
179889,52:58.4,2, 13:00:00,38,17,1,1,1,36:09.9,0
294353,28:19.6,0, 01:00:00,34,16,0,1,1,29:55.6,1
205883,01:23.8,4, 10:00:00,29,16,0,0,0,,0
144787,31:01.4,4, 10:00:00,29,11,0,0,1,40:10.1,0
126179,13:26.4,6, 16:00:00,58,33,0,1,0,,0
36853,55:15.2,1, 16:00:00,26,5,0,1,1,31:58.2,1
36317,18:26.2,4, 19:00:00,33,24,0,0,1,30:17.0,0
273516,17:39.6,1, 18:00:00,21,79,0,0,1,22:10.1,0
17636,16:22.2,1, 16:00:00,40,18,0,0,0,,0
261973,25:47.0,4, 20:00:00,29,10,0,0,0,,0
198195,14:32.8,6, 22:00:00,33,6,1,0,1,10:18.6,0
335770,52:19.2,1, 21:00:00,22,7,0,0,1,53:23.1,0
216048,16:04.5,2, 00:00:00,23,47,0,1,1,17:24.1,1
99688,12:44.6,5, 15:00:00,36,71,1,0,0,,0
200267,45:31.5,4, 17:00:00,42,8,0,0,0,,0
113889,57:05.8,1, 01:00:00,32,11,0,0,1,01:13.1,1
239778,25:15.8,6, 14:00:00,24,21,0,0,0,,0
344634,31:24.7,3, 13:00:00,42,26,0,0,0,,0
270250,39:01.1,4, 16:00:00,35,43,0,1,1,11:31.2,0
257238,33:38.1,5, 08:00:00,24,17,0,0,1,34:17.1,1
246483,21:38.3,4, 20:00:00,20,27,0,0,1,38:10.5,0
98418,47:18.3,0, 14:00:00,29,34,1,0,1,14:09.3,0
58329,00:00.4,3, 15:00:00,28,24,0,0,1,00:00.4,0
112411,52:27.2,3, 02:00:00,42,10,1,1,1,07:30.8,0
177258,13:01.5,2, 01:00:00,31,31,0,0,1,08:30.6,1
3169,10:34.2,3, 13:00:00,33,29,0,0,1,15:00.3,0
312634,29:13.7,4, 05:00:00,33,50,0,0,0,,0
213515,40:15.2,2, 21:00:00,34,11,0,0,1,41:22.2,0
94572,18:42.6,0, 23:00:00,35,14,0,0,1,23:10.6,0
26267,20:49.5,4, 06:00:00,21,27,0,0,1,25:57.6,0
215797,29:35.8,3, 05:00:00,21,52,0,0,0,,0
367564,37:29.2,2, 12:00:00,31,41,1,0,1,46:16.2,1
363382,44:09.1,6, 23:00:00,18,8,0,0,1,55:07.1,1
196961,52:50.2,0, 07:00:00,23,20,0,0,0,,1
66681,51:31.4,4, 02:00:00,33,69,1,0,1,58:37.6,0
29084,40:09.8,1, 21:00:00,21,6,0,0,0,,0
219532,32:07.7,5, 21:00:00,38,16,0,0,1,33:14.7,0
169680,34:56.4,3, 21:00:00,31,13,0,0,1,40:14.2,0
120348,04:09.6,3, 00:00:00,56,13,0,0,0,,0
358265,17:07.2,4, 22:00:00,27,31,0,0,1,18:36.6,0
314770,43:37.2,5, 00:00:00,29,1,0,1,0,,0
43193,47:18.6,6, 06:00:00,21,20,0,0,1,45:32.0,0
108313,11:12.1,1, 22:00:00,21,37,0,0,0,,0
280636,15:41.5,1, 04:00:00,23,2,0,0,0,,0
191594,04:47.8,3, 15:00:00,30,25,1,0,1,08:24.7,1
146613,55:23.0,5, 01:00:00,27,10,0,1,0,,0
365675,16:08.0,3, 20:00:00,22,35,0,0,0,,0
245320,39:01.7,2, 06:00:00,29,26,0,0,1,45:25.6,0
284470,41:34.6,6, 18:00:00,21,50,0,0,1,48:18.6,0
208925,01:49.1,1, 17:00:00,28,13,0,1,0,,0
33561,44:15.3,5, 16:00:00,36,14,0,0,1,08:45.0,0
227844,55:18.7,1, 07:00:00,25,9,0,0,1,17:16.3,1
369179,01:38.5,0, 23:00:00,21,20,0,0,1,05:48.1,0
40696,38:08.6,1, 02:00:00,28,39,0,1,0,,0
8191,06:36.7,2, 04:00:00,27,48,0,1,0,,0
373340,25:35.7,0, 04:00:00,26,85,1,0,0,,0
110963,54:03.8,0, 02:00:00,59,17,0,0,1,58:27.5,0
3749,02:16.0,5, 14:00:00,22,6,0,0,1,27:16.1,0
78116,14:00.6,4, 01:00:00,24,31,0,0,1,14:28.8,0
253380,13:54.0,6, 01:00:00,18,6,0,0,0,,0
130720,28:14.0,5, 21:00:00,37,17,0,0,1,33:14.1,0
162748,50:11.9,1, 19:00:00,19,20,0,1,1,18:48.2,0
50757,05:45.7,4, 14:00:00,29,34,0,0,1,26:27.8,0
159772,39:08.6,1, 05:00:00,19,44,0,0,1,40:31.0,0
97481,22:33.0,5, 21:00:00,54,7,0,0,0,,0
356203,30:33.8,3, 04:00:00,34,21,0,1,0,,0
268239,44:59.5,1, 18:00:00,24,27,0,0,1,13:50.4,0
363462,26:03.7,2, 01:00:00,36,19,0,1,0,,0
48615,39:18.2,5, 01:00:00,51,41,1,0,1,16:56.4,0
314922,22:27.1,1, 14:00:00,39,16,0,0,1,47:15.5,0
66955,48:08.6,5, 02:00:00,19,17,0,0,1,49:24.4,0
235988,21:57.7,1, 02:00:00,22,42,0,0,0,,0
363520,18:57.4,2, 04:00:00,27,21,0,0,1,21:01.1,0
157038,02:49.0,5, 05:00:00,31,16,0,1,0,,0
56583,50:34.0,1, 15:00:00,41,11,0,0,0,,0
125709,52:06.2,4, 23:00:00,27,15,1,1,0,,1
364716,12:10.8,1, 17:00:00,28,8,0,0,1,40:00.5,0
88127,34:12.6,5, 21:00:00,41,8,0,0,0,,0
267637,55:12.4,2, 20:00:00,28,12,0,0,1,03:30.9,1
190044,30:40.7,6, 00:00:00,30,9,1,0,1,47:53.5,0
125831,48:06.4,0, 01:00:00,21,53,0,0,1,01:16.3,1
187669,29:25.2,5, 20:00:00,29,46,0,0,1,30:31.7,0
60871,45:38.4,1, 16:00:00,20,6,0,0,1,02:31.2,0
66565,31:19.2,5, 22:00:00,42,1,0,0,0,,1
110104,32:32.6,6, 04:00:00,34,64,0,0,0,,0
337464,38:40.2,6, 07:00:00,45,77,0,0,1,39:46.3,0
95552,26:05.2,3, 06:00:00,22,19,1,0,1,39:15.9,1
87170,27:27.2,4, 00:00:00,48,55,0,0,0,,0
348146,52:53.1,3, 13:00:00,36,7,0,0,1,57:01.7,0
360532,28:23.5,4, 02:00:00,24,20,0,0,1,29:10.0,0
46959,50:28.1,6, 16:00:00,27,14,0,0,0,,0
51710,23:03.9,1, 17:00:00,41,16,0,1,1,13:33.8,0
123174,50:36.7,3, 04:00:00,39,25,0,0,1,06:08.1,0
23478,20:47.7,1, 06:00:00,19,35,0,0,1,22:28.1,0
316497,25:49.9,3, 22:00:00,41,6,0,0,1,47:48.5,0
195304,13:37.4,1, 13:00:00,60,13,0,0,1,17:24.9,1
48519,44:40.3,6, 14:00:00,28,21,0,0,0,,0
336530,03:02.6,6, 19:00:00,18,11,0,0,1,04:23.2,0
61225,24:42.4,6, 12:00:00,24,23,0,0,1,29:20.7,0
165241,05:44.3,1, 00:00:00,31,17,0,1,1,58:27.6,0
60217,12:21.3,3, 04:00:00,18,59,0,0,1,13:15.8,0
217313,43:30.0,4, 13:00:00,22,11,0,0,1,46:03.1,0
180185,58:11.0,0, 16:00:00,27,26,0,0,1,26:08.0,0
316238,30:01.3,2, 12:00:00,37,14,0,1,0,,0
320731,35:36.1,4, 16:00:00,18,43,0,0,1,38:38.6,1
348383,48:48.5,1, 12:00:00,25,10,1,0,1,18:06.9,0
368079,48:31.5,6, 18:00:00,28,28,1,1,1,15:55.4,0
154994,24:34.7,1, 01:00:00,33,93,0,0,1,26:43.3,1
175995,46:04.8,1, 01:00:00,43,9,0,0,0,,0
1087,04:04.7,1, 01:00:00,22,27,0,0,1,08:10.3,0
312388,37:57.4,2, 18:00:00,37,33,0,0,1,41:07.4,0
210570,46:10.3,2, 20:00:00,26,37,0,0,1,51:00.4,0
344259,45:27.7,4, 22:00:00,27,8,0,1,0,,1
266361,45:13.9,4, 13:00:00,43,12,0,0,1,13:18.7,0
273208,00:43.3,4, 15:00:00,43,28,0,0,0,,0
41909,08:14.3,0, 08:00:00,35,31,0,0,0,,0
193710,39:26.9,5, 01:00:00,28,31,0,0,1,45:57.8,0
29191,34:07.9,2, 00:00:00,20,38,0,0,1,35:27.5,1
20720,22:26.0,5, 20:00:00,23,3,0,0,0,,1
326672,30:20.1,6, 12:00:00,27,22,0,0,1,31:31.2,0
158589,04:40.4,4, 17:00:00,26,18,1,0,1,09:00.5,0
33077,32:02.0,5, 15:00:00,28,53,0,0,1,37:07.6,0
347836,44:25.3,3, 22:00:00,38,5,0,0,0,,0
85157,33:16.4,5, 02:00:00,40,20,0,0,0,,0
144247,26:31.4,1, 23:00:00,25,14,0,0,1,33:28.2,0
225145,25:54.9,1, 02:00:00,35,3,0,0,1,47:36.2,0
297031,35:44.7,2, 10:00:00,24,33,0,0,1,40:28.3,0
291893,31:06.2,0, 15:00:00,22,4,1,1,0,,0
170787,04:35.8,4, 18:00:00,32,17,0,0,0,,1
11075,28:21.5,6, 20:00:00,45,14,0,0,0,,0
64810,00:00.4,1, 15:00:00,30,3,0,0,0,,0
16866,50:44.5,3, 06:00:00,28,27,0,0,1,20:40.2,0
314428,14:09.7,5, 18:00:00,44,14,0,1,0,,0
373501,40:19.3,3, 00:00:00,24,33,1,1,1,47:01.7,0
225678,29:03.4,2, 00:00:00,34,25,0,0,1,29:45.4,0
353526,25:31.7,3, 16:00:00,21,28,0,0,0,,0
54428,06:49.1,5, 20:00:00,37,30,1,0,1,10:08.4,0
56986,35:46.1,4, 16:00:00,35,33,0,0,0,,0
112271,43:17.2,1, 17:00:00,20,16,0,0,0,,0
320906,01:39.7,4, 22:00:00,30,28,0,0,1,02:33.6,0
250551,03:54.3,3, 19:00:00,19,10,0,0,1,05:32.8,0
213360,10:05.9,1, 22:00:00,28,25,0,0,1,13:24.8,0
77471,37:43.2,6, 02:00:00,20,27,0,0,1,39:00.1,0
180373,49:38.4,3, 01:00:00,22,25,0,0,1,02:15.0,0
226383,22:24.6,0, 16:00:00,20,20,1,1,1,26:32.1,1
66147,46:55.6,5, 23:00:00,26,43,0,1,1,47:54.9,0
297658,31:02.9,3, 02:00:00,38,16,0,0,1,34:15.9,0
126040,12:37.5,0, 13:00:00,22,6,0,0,0,,0
155094,13:18.6,4, 00:00:00,22,30,0,0,1,28:23.2,0
133579,51:07.3,0, 21:00:00,52,19,0,0,0,,0
218261,27:57.0,3, 19:00:00,25,12,0,0,0,,0
189495,18:47.7,0, 04:00:00,21,45,1,0,1,20:08.4,0
51656,48:47.9,4, 19:00:00,29,5,0,0,1,41:14.9,0
94434,34:39.9,0, 12:00:00,28,28,1,0,1,48:00.4,0
314203,15:40.1,0, 22:00:00,21,17,1,0,0,,0
144874,02:46.2,6, 17:00:00,18,6,0,0,0,,0
221620,24:48.4,3, 03:00:00,27,12,0,0,0,,1
239118,16:33.5,0, 19:00:00,52,3,0,0,0,,0
367921,55:23.1,0, 14:00:00,21,25,0,0,0,,0
291034,45:20.8,1, 19:00:00,42,18,1,0,1,51:16.1,0
